hub,intervention_type,donor,report_date,distribution_date,planned_implemented,activity,regularity,duration_assistance,quantity,unit,families,beneficiaries,rapid_assessment,governorate,district,sub_district,site,village_camps,camp_name,reception_centre_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,location_pcode,location_type,longitude_x,latitude_y,partner_code
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,51,255,N/A,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,In the Camp,Mariam,NA,SY07,SY0700,SY070005,C3947,C3947,Community,36.672724,36.013896,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,5,25,N/A,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,In the Camp,Dahook,NA,SY07,SY0700,SY070005,C3947,C3947,Community,36.672724,36.013896,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,6,30,N/A,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,In the Camp,Alaameria,NA,SY07,SY0700,SY070005,C3947,C3947,Community,36.672724,36.013896,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,27,135,N/A,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,In the Camp,Almakbara,NA,SY07,SY0700,SY070005,C3947,C3947,Community,36.672724,36.013896,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,4,20,N/A,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,In the Camp,Alhartamia,NA,SY07,SY0700,SY070005,C3947,C3947,Community,36.672724,36.013896,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,14,70,N/A,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,In the Camp,Kutlat Almadrasa Kafar Jalis,NA,SY07,SY0700,SY070005,C3947,C3947,Community,36.672724,36.013896,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,3,15,N/A,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,In the Camp,Maram Kafra Jalis,NA,SY07,SY0700,SY070005,C3947,C3947,Community,36.672724,36.013896,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,13,65,N/A,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,In the Camp,Tajamua Alhejra,NA,SY07,SY0700,SY070005,C3947,C3947,Community,36.672724,36.013896,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,10,50,N/A,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,In the Camp,Harbanoush 3,NA,SY07,SY0700,SY070005,C3947,C3947,Community,36.672724,36.013896,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,7,35,N/A,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,In the Camp,Sekat AlKeytar,NA,SY07,SY0700,SY070005,C3947,C3947,Community,36.672724,36.013896,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,7,35,N/A,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,In the Camp,Diaa 5,NA,SY07,SY0700,SY070005,C3947,C3947,Community,36.672724,36.013896,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,400,2000,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,15,75,N/A,Idleb,Idleb,Teftnaz,Teftnaz,In the Village,NA,NA,SY07,SY0700,SY070004,C3932,C3932,Community,36.783251,35.997737,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,49,245,N/A,Idleb,Idleb,Maaret Tamsrin,Zardana Mashehad,In the Village,NA,NA,SY07,SY0700,SY070005,C3938,C3938,Community,36.755304,36.045712,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,4,20,N/A,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,In the Village,NA,NA,SY07,SY0700,SY070005,C3942,C3942,Community,36.69679,36.059153,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,39,195,N/A,Idleb,Idleb,Maaret Tamsrin,Ram Hamdan,In the Village,NA,NA,SY07,SY0700,SY070005,C3941,C3941,Community,36.713491,36.026653,CBR-013
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,125,625,Yes,Idleb,Harim,Qourqeena,Ras Elhisn,In the Camp,Koknaya Camp,NA,SY07,SY0703,SY070304,C4167,C4167,Community,36.646584,36.196478,CBR-041
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,125,625,Yes,Idleb,Harim,Qourqeena,Ras Elhisn,In the Camp,Koknaya Camp,NA,SY07,SY0703,SY070304,C4167,C4167,Community,36.646584,36.196478,CBR-041
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,150,750,Yes,Idleb,Harim,Dana,Atma,In the Camp,Atma & Qah Collective Centers,NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,CBR-041
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,400,2000,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Village,NA,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,CBR-041
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,500,2500,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Village,NA,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,CBR-041
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,1000,5000,Yes,Aleppo,Afrin,Jandairis,Tal Slur,In the Village,NA,NA,SY02,SY0203,SY020302,C1433,C1433,Community,36.722157,36.365517,CBR-041
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Cooked Meals,NA,1,2,KG,200,1000,Yes,Aleppo,Afrin,Jandairis,Hamam (Jandairis),In the Village,مجمع ايواء الكلية في منطقة حمام,NA,SY02,SY0203,SY020302,C1427,C1427,Community,36.606621,36.36782,NA
NWS,Earthquake,Private donor,2023-02-18T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Cooked Meals,NA,3,3,KG,2000,10560,Yes,Idleb,Harim,Harim,Harim,Village & Camps,NA,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,Private donor,2023-02-14T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Cooked Meals,NA,1,1,KG,300,900,Yes,Idleb,Harim,Harim,Harim,In the Village,NA,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,N/A,2023-02-09T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Cooked Meals,NA,1,1,KG,240,480,Yes,Idleb,Harim,Harim,Besnaya - Bseineh,In the Village,NA,NA,SY07,SY0703,SY070300,C4116,C4116,Community,36.490048,36.177439,CBR-037
NWS,Earthquake,N/A,2023-02-09T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Cooked Meals,NA,1,0.25,KG,1000,5000,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Private donor,2023-02-08T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,300,1500,Yes,Idleb,Harim,Salqin,Salqin,In the Village,NA,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,NA
NWS,Earthquake,Private donor,2023-02-08T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,300,1500,Yes,Idleb,Harim,Salqin,Salqin,In the Village,NA,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,NA
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Free Bread Distribution,NA,1,2,KG,150,750,Yes,Idleb,Harim,Dana,Atma,In the Camp,Atma & Qah Collective Centers,NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,CBR-041
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1,KG,200,1000,Yes,Idleb,Harim,Qourqeena,Ras Elhisn,In the Camp,Koknaya Camp,NA,SY07,SY0703,SY070304,C4167,C4167,Community,36.646584,36.196478,CBR-041
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Free Bread Distribution,NA,1,NA,KG,147,735,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Free Bread Distribution,NA,1,NA,KG,160,800,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Free Bread Distribution,NA,1,0.7,KG,25,125,Yes,Aleppo,A'zaz,A'zaz,Salama,In the Village,NA,NA,SY02,SY0204,SY020400,C1561,C1561,Community,37.076074,36.618987,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Free Bread Distribution,NA,1,0.7,KG,150,750,Yes,Idleb,Harim,Salqin,Azmarin,In the Village,NA,NA,SY07,SY0703,SY070302,C4143,C4143,Community,36.401422,36.055985,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Free Bread Distribution,NA,1,0.7,KG,150,750,Yes,Idleb,Harim,Armanaz,Armanaz,In the Village,NA,NA,SY07,SY0703,SY070305,C4176,C4176,Community,36.502023,36.084016,NA
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,9.5,KG,68,340,Yes,Idleb,Harim,Salqin,Azmarin,In the Village,NA,NA,SY07,SY0703,SY070302,C4143,C4143,Community,36.401422,36.055985,CBR-041
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,9.5,KG,100,500,Yes,Aleppo,Afrin,Jandairis,Tal Slur,In the Village,NA,NA,SY02,SY0203,SY020302,C1433,C1433,Community,36.722157,36.365517,CBR-041
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,9.5,KG,125,625,Yes,Idleb,Harim,Salqin,Salqin,In the Village,NA,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-041
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,9.5,KG,190,950,Yes,Idleb,Jisr-Ash-Shugur,Darkosh,Ghazala - Mgheidleh,In the Village,NA,NA,SY07,SY0704,SY070402,C4240,C4240,Community,36.38938,36.027434,CBR-041
NWS,Earthquake,Save The Children,2023-02-10T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,13.5,KG,100,425,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Kokonaya camp,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,CBR-041
NWS,Earthquake,Save The Children,2023-02-10T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,13.5,KG,100,440,Yes,Idleb,Harim,Dana,Termanin,In the Camp,Temporary shelter,NA,SY07,SY0703,SY070301,C4125,C4125,Community,36.815206,36.228402,CBR-041
NWS,Earthquake,Save The Children,2023-02-10T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,13.5,KG,300,960,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Camp,Temporary shelter,NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,CBR-041
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,Regularly Distribution,1,1,KG,300,1500,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,اشكان شرقي-مخيمات اشكان,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-043
NWS,Earthquake,N/A,2023-02-10T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,16,KG,7,35,Yes,Idleb,Harim,Dana,Dana (Dana),In the Village,in collective temporary center,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-02-10T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,16,KG,7,35,Yes,Idleb,Harim,Dana,Dana (Dana),In the Village,in collective temporary center,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-02-10T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,16,KG,20,100,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Village,in collective temporary center,NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,NA
NWS,Earthquake,N/A,2023-02-10T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,16,KG,30,150,Yes,Idleb,Harim,Dana,Dana (Dana),In the Village,in collective temporary center,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-02-10T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,16,KG,37,185,Yes,Idleb,Harim,Dana,Dana (Dana),In the Village,in collective temporary center,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-02-10T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,16,KG,53,265,Yes,Aleppo,Jebel Saman,Atareb,Tuwama,In the Village,in collective temporary center,NA,SY02,SY0200,SY020001,C1020,C1020,Community,36.809482,36.194153,NA
NWS,Earthquake,N/A,2023-02-10T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,16,KG,65,325,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Village,in collective temporary center,NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,NA
NWS,Earthquake,N/A,2023-02-10T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,16,KG,75,375,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Village,in collective temporary center,NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,NA
NWS,Earthquake,Private donor,2023-02-08T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,12,KG,75,375,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Village,Industrial high school,NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,NA
NWS,Earthquake,Private donor,2023-02-08T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,12,KG,65,325,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Village,Northern School,NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,NA
NWS,Earthquake,Private donor,2023-02-08T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,12,KG,20,100,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Village,Destroyed lane,NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,NA
NWS,Earthquake,Private donor,2023-02-08T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,12,KG,53,265,Yes,Aleppo,Jebel Saman,Atareb,Tuwama,In the Village,Rural engineers camp,NA,SY02,SY0200,SY020001,C1020,C1020,Community,36.809482,36.194153,NA
NWS,Earthquake,Private donor,2023-02-08T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,12,KG,30,150,Yes,Idleb,Harim,Dana,Dana (Dana),In the Village,Al-Farouk Mosque,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,Private donor,2023-02-08T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,12,KG,7,35,Yes,Idleb,Harim,Dana,Dana (Dana),In the Village,Al-Nasr Street Warehouse (next to Al-Farouk Mosque),NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,Private donor,2023-02-08T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,12,KG,7,35,Yes,Idleb,Harim,Dana,Dana (Dana),In the Village,Al Halabi warehouse,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,Private donor,2023-02-08T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,12,KG,37,185,Yes,Idleb,Harim,Dana,Dana (Dana),In the Village,Marmara Hall Shelter Center,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.4,KG,75,375,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-12T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.4,KG,180,900,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,183,915,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Aqadimi Camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,NA
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,125,625,Yes,Idleb,Harim,Harim,Harim,In the Camp,Biut Al Kheir Camp,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,385,1925,Yes,Idleb,Harim,Armanaz,Armanaz,In the Village,NA,NA,SY07,SY0703,SY070305,C4176,C4176,Community,36.502023,36.084016,NA
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,85,425,Yes,Idleb,Harim,Armanaz,Milis,In the Village,NA,NA,SY07,SY0703,SY070305,C4184,C4184,Community,36.487717,36.005116,NA
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,392,1960,Yes,Idleb,Harim,Salqin,Hamziyeh,In the Village,NA,NA,SY07,SY0703,SY070302,C4134,C4134,Community,36.386434,36.103764,NA
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,230,1150,Yes,Idleb,Ariha,Mhambal,Mhambal,In the Village,NA,NA,SY07,SY0705,SY070502,C4330,C4330,Community,36.468906,35.784074,NA
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,10,50,Yes,Idleb,Ariha,Mhambal,Northern Laj,In the Village,NA,NA,SY07,SY0705,SY070502,C4316,C4316,Community,36.428444,35.698183,NA
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,4,20,Yes,Idleb,Ariha,Mhambal,Baydar Shamsu,In the Village,NA,NA,SY07,SY0705,SY070502,C4310,C4310,Community,36.468424,35.760366,NA
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,2,10,Yes,Idleb,Ariha,Mhambal,Kafrmid,In the Village,NA,NA,SY07,SY0705,SY070502,C4329,C4329,Community,36.440991,35.806233,NA
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,4,20,Yes,Idleb,Ariha,Mhambal,Hila,In the Village,NA,NA,SY07,SY0705,SY070502,C4328,C4328,Community,36.491934,35.847221,NA
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,211,1055,Yes,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jisr-Ash-Shugur,In the Village,NA,NA,SY07,SY0704,SY070400,C4199,C4199,Community,36.314953,35.814181,NA
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,256,1280,Yes,Idleb,Jisr-Ash-Shugur,Janudiyeh,Maland,In the Village,NA,NA,SY07,SY0704,SY070403,C4259,C4259,Community,36.274896,35.923495,NA
NWS,Earthquake,Qatar Red Crescent Soceity,2023-02-09T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,20,KG,24,120,Yes,Idleb,Harim,Dana,Burdaqly,In the Camp,مركز الإيواء ( مستودعات عكاش ),NA,SY07,SY0703,SY070301,C6693,C6693,Community,36.73179,36.21333,NA
NWS,Earthquake,Qatar Red Crescent Soceity,2023-02-09T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,20,KG,50,250,Yes,Idleb,Harim,Harim,Harim,In the Camp,مركز إيواء بسنيا,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,Qatar Red Crescent Soceity,2023-02-09T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,20,KG,55,275,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,مركز الإيواء ( جامع الفاروق),NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,Qatar Red Crescent Soceity,2023-02-09T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,20,KG,66,330,Yes,Idleb,Harim,Dana,Atma,In the Camp,مركز إيواء (مركز اقرأ للأرامل الثاني ),NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,NA
NWS,Earthquake,Qatar Red Crescent Soceity,2023-02-09T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,20,KG,85,425,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Camp,مركز الإيواء الثاني (المدرسة الصناعية),NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,NA
NWS,Earthquake,Qatar Red Crescent Soceity,2023-02-09T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,20,KG,95,475,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Camp,مركز الإيواء الأول (مدرسة الأتارب الشمالية),NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,NA
NWS,Earthquake,Qatar Red Crescent Soceity,2023-02-09T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,20,KG,140,700,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Camp,مركز إيواء شام,NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,NA
NWS,Earthquake,Qatar Red Crescent Soceity,2023-02-09T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,20,KG,171,855,Yes,Idleb,Harim,Dana,Qah,In the Camp,مركز إيواء (مركز اقرأ للأرامل الأول),NA,SY07,SY0703,SY070301,C4131,C4131,Community,36.725165,36.296273,NA
NWS,Earthquake,Qatar Red Crescent Soceity,2023-02-09T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,20,KG,614,3070,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,مراكز الإيواء في سلقين,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,NA
NWS,Earthquake,Private donor,2023-02-08T00:00:00Z,2023-02-08T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.4,KG,150,750,Yes,Idleb,Harim,Harim,Harim,In the Village,in collective centers,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
